1	We're excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://t.co/63Gffmd5
2	Bale doesnt celebrate his goal but races over cuddling Dempsey on the 2nd. Illustrates perfectly the bullshitting spotlight whores they are.
0	BRIEF-Kinder Morgan shares off 3 percent after the bell: NEW YORK, Oct 11 (Reuters) - Kinder Morgan Inc : * Sha... http://t.co/WAn9IXi6
0	Someone should come with me November 9th to see Romeo Santos meet&greet at Fye at 6 pm at downtown (:
2	I fail to see why the Rams are playing TWICE on MNF this Fall-isn't once enough?And their 1st div game isnt til wk9!Un-frickin-real.
1	Things I want to do: Live in Toronto to work, go to school, and pursue acting, and go to Second City.And go out to Banff to work in January!
1	Dishonoured is awesome! Not quite sure where to rank it. Journey and Walking dead are one and two. I think it's 4th behind Mass Effect 3.
0	DealBook: Clearwire Is Sought by Sprint for Spectrum - Sprint disclosed on Thursday that it had offered to buy a sta... http://t.co/CUYqpIpT
1	Really looking forward to the release of Deus Ex: HR on friday, just annoying that North America gets it tomorrow...
1	RT @DC_Zol: @ParamountUK #COWBOYSandALIENS Watched it last night, Cowboys & Indians (+plus Aliens too) - brilliant Western with a touch ...
0	2nd attempt to head Eastbound in a hurry. On my way to @TheRevivalTour in Cardiff & I'm going to get there one way or the other
1	So excited for recruitment to start at Auburn today! These Gamma Omega Thetas are going to be great! #wareagle [Christa and Katharine]
0	Gonzaga women win Cal Poly invitational - Wed, 31 Oct 2012 PST: Gonzaga placed four golfers in the top 10 on... http://t.co/iNRDVfht
0	Bayer Leverkusen are winning 1-0 at Bayern Munich - the apocalypse starts tomorrow
0	Forumcast Ep5: The 4th on the 5th- we talk Ghost Rider:Spirit of Vengeance,the 4th of July & Falling Skies http://t.co/DkHa5wuK
0	Perry: but Morgan State scored a touchdown at the top of the 4th quarter, cutting Howard's lead to 2124 w/ 11 minutes left in the game.
0	Kalispell mail processing center to close by March: KALISPELL -- The U.S. Postal Service has announced it will c... http://t.co/Iug1D3XX
0	Looks like Rooney, RVP, Rio, Evra, Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC
1	@MuhommadUsman Thanks brother. Honestly speaking saw you 1st time with Kamran Shahid and felt that IK has made so many IK's like u. Keep gng
0	"While leaving 4th block I saw Joe in class, I yelled JOE"" & he came out and just looked at me. I interrupted him talking 2 a teacher whoops"""
1	#NFL Cardinals, Fitzgerald working on a new deal - The return of ESPN's Monday Night Football means the return of ES... LLLINKKK
1	Just got my first gun. It just happens to match my FPS Russia gear. It may not be much,but it will a snake! @TheFPShow http://t.co/aw8H61Qc
1	@mazzallon it's fab! Spotify is too handy, I'm addicted. You saw Florence and Kasabian then! Saturday I think, all days merged together haha
1	"I'm playing LIVE at the One Cool Weekend"" in BELFAST on monday as Frankmusik. Yes thats right. I am finally playing in Ireland again."""
2	Can't wait to hear tomorrows CMAG Meeting about HORNY (CoNI ) Report. Baages wait & watch you will be grilled tomorrow ! CMAG a hope.
0	Sat waiting for the bus trying to beat my high score on Temple Run #justbecause
0	"@SuperSkinVan full of veteran kickers due into #Redskins Park tomorrow. No word on whether it will run over Cundiff."" Watch it go wide Rt."""
0	Bayern Munich goalkeeper Manuel Neuer shows he could play in midfield v Bayer Leverkusen: Bayern Munich may have... http://t.co/oyJg6cNe
1	@ChrisAshton1 gutted.takin Mrs 2 her 1st eng game then. She loves the dive fella.cocky git! Wish u well 4rest of internationals.
1	Happy Valentine's Day!!! @MAziing: Everyday is the 14th!
1	@owlcity hey Adam, your new album is trending worldwide yesterday. Thank to ur Indonesian fans! they're just can't wait!
0	@kyledake444 Plz give the fans a treat and start trash talking David Taylor. Really heat things up b4 what may be the Match of the Century!
1	"AllenCarlanz: @MyrtleGail will be on Sarah G Live this Sunday. Don`t forget to watch :3. She will have her first ever duet with Sarah G. :P"""
0	Still writing on Christmas and new year.... Still. And I'll be writing about Valentine's Day in December #DaFuzz
1	"Jose Mourinho: We want to win the playoff, and if we win tomorrow, that's best"" #HalaMadrid"""
1	"@pauleyP best line ever as abby he wears $3000 sun glasses & has Justin Beiber on his harddrive cant we arrest him for that?"""
1	"Dream High 2 premieres on Feb 20th with Eng Sub thru KBS World!"" ok noted"""
0	Monta Ellis / Ellis had just two points on 1-of21 shooting on Friday against http://t.co/sGCw3dOK #nba
0	Woods down to 30th in world rankings: Tiger Woods has dropped another two places to 30th in the latest world rankings. http://bit.ly/qTRK4P
1	@owyposadas see you on Monday!!! SM Bacolod!!! woooohhhh
0	Girls Night Out-Friday night-November 2nd. Fairfax Police Gym -#jazzercise. 6-8pm. Revercomb Dr. Fairfax, VA. Potluck following the dance!
1	but rest assures I am watching Degrassi, and loving it may i add. (;
0	Meet the man making a documentary defending Joe Paterno: http://t.co/nAxv9SSZ (he may look familiar)
0	Whoever replies 1st with the correct answer wins 4 tickets for Sesame Street Live, Sat 10:30am performance at Rupp, and an Elmo plush doll.
0	#BusinessNews P&G shifts top executives to Singapore: US consumer giant Procter and Gamble (P&G) said Friday it ... http://t.co/XI1yXQwh
1	I need a nice can because I want to play Penny Can on Saturday. This is a real problem. Cougar Town just made me love this game. Haha.
0	@Beystanfolife2 Yea I say, mid January for a new single. Right in time for the superbowl& video at the end of January leading into SuperBowl
0	The art/science project I did with my brother (sitting on his coattails) is coming to Edmonton. Opens Nov 8th. http://t.co/KH9iZoe2
0	RT @RAIDERS: The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland.
1	@cf125 @followimran Four Lions is on Sunday night @ 9pm on @C4Insider Make sure you watch it boys. (Eid Mubarck Imran) #veryfunnyfilm
1	Noel Gallagher's HFB and Kopparberg make for a damn near perfect Saturday evening. It could only be 100% perfect if I was at a Noel gig.
0	after seeing @Iam_FaithReid's tweet about watching The Vow, I think I may need to watch it.
2	Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life :: ... http://t.co/OS5Sy87y via
1	The BBC are asking if last night's Carling Cup 4th round tie between Reading and Arsenal was the greatest cup tie of all time. Honestly.
0	So NTA covered live the return of the 1st Lady.
0	@mrdavidhaye David the UK bookies have got you penciled in with Vitali for 30th December : Do they know something we don't ??
1	I just hope Danica meets Justin tomorrow. And Danielle. They both deserve it. They support Justin with everything they have. #jbmeetdanica
0	RT @thinkprogress Golf balls with Pelosi's face on them allegedly distributed at Boehner fundraiser today. http://t.co/AILg0QA | SICK!
1	@mayhemmiller Nick Diaz is da Best! Smoke weed every day and drop out of school in 6th grade! Fuck Yeah!
2	@sadulsterclown1 what lies have they told? Catholics may have been 'ethnically cleansed' in some areas but Protestants got it worse, no...
1	Real test for #Bayern this weekend against the in form Bayer Leverkusen. A win at home on Sunday will go a long way towards a 15 win streak.
0	Music of the Sun, A Girl Like Me, Good Girl Gone Bad, Rated R, LOUD, Talk That Talk and finally _________?
1	Tonight, I roast a chicken. Tomorrow, I make chicken soup. Love my job but wish I could cook for social justice.
1	oh yeah the boys in Raleigh tomorrow night yessirrr my first time at state hope it treat me righttttt
0	New Show | Starkville: Big KRIT and guests. October 10. Ricks Cafe. Tickets on sale Friday at 10am. http://t.co/1GmhQ2nw. Spread it!
0	@EmlovesTheSats she might be, most artists tend to get knocked off after the 1st week, unless they're GaGa or Beyonce or something haha x
0	Timmonsville residents live with guns behind locked doors -- http://t.co/HKj20N9o
0	Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren't they in feb?
0	Tuesday is the 34th anniversary of the death of Elvis Presley? Watercooler ? What is Elvis' biggest selling single?
0	Morning tweeps #goonerfamily . Did Arsenal sign anyone yet ? Even from a Sunday League player ? I doubt it !
0	Joseph Prince - None Of Us, All Of Christ! - 14 Oct 2012: http://t.co/07adOghe via @youtube How much of God's GRACe do you need?
0	you going to rugby practice on sunday #somethingISayAlot
0	Axl rose through the bose in my rolls, through the concrete u see a rose still rose, counted up a million dollars fore that sun rose
0	Mashasha & Sam will play @ Rich Mix, London on 2 Nov to launch Film Africa Watch the trailer with music by Mashasha http://t.co/yPnnzArG
0	#MiddleSchoolMemories when I went to marana for the last 2 months of 8th grade I got sent to ISS everyday.
1	LOL! The sworn affidavit from former Saints DC Gregg Williams that the @nfl presented to Vilma was signed LAST FRIDAY. (via @AdamSchefter)
1	Red carpet special on @FOURtv tonight and pics on http://t.co/M3VHZhnr tomorrow plus deets on where to find the fashion #VNZMA #VNZMAs
1	@cafn8d Thank you! If one of the rabbis on campus can come by today with Purim greetings, so can you!
0	George Clooney Is (Distantly) Related to Abraham Lincoln: http://t.co/OeX88ju1 finds a connection between the movie star and our 16th ...
1	The Notebook may be one of the greatest movies created of all time<3
0	Pop Quiz Friday: Which celebrity is the best player in Oregon football history and went by the name Bobby Moore in Eugene?
2	@ElyTheEthiopian 13th. There is no Android device worth buying outside of the Nexus line, in my opinion. Especially not the Galaxy S line
0	New York Knicks vs. Brooklyn Nets Season Opener Rescheduled for November 26: The game between the New York Knick... http://t.co/DfE2gPvV
1	we spent Halloween, Thanksgiving, 4th of July, Christmas, New Years, and Valentines day together.
0	Does Girls Gone Wild still make commercials? If, God Forbid, this one goes to extras, we may find out.
1	@Real_ColSylvia You wouldn't believe how many Demon fans want you to succeed Col - kick some butt today and be back for the Eagles.
1	'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on MSN vsOWxX7c http://t.co/wlmXrhFu
1	Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It's perfect for a... http://t.co/g9GQrLaE
0	7pts 4 assts for Harden in the 1st quarter... Him and Lin gon play aight together
0	@GiniMartinez just scheduled it today for this Saturday! Quite possibly a day trip with no overnight stay in beautiful Covina.
0	NBA All-Star Game: Ranking the 3 Best Performances from All-Star Weekend: The All-Star game is an annual show pu... http://t.co/bgipTKUC
0	@sfj Making a Spotify list of albums you mention in your @frank_ocean piece. Cherry Moon stk or Sign 'O the Times Prince's 7th album?
2	@Desdemonaous The sun does not rise in the same constellation as your zodiac anymore. There has been a shift. Astrology is a myth.
0	Huntzinger struggles in the 5th, gives up first 2 BBs of outing, strands both runners w/ fly out by #9 hitter, Sanchez. #SeaDogs down 1-0
0	Another Saturday at the office! Leaving soon though it's cold in here! (@ Kinder Morgan (Former El Paso Corp.)) http://t.co/Rom2wGrH
1	@KWAMEDIDIT: FRIDAY OCT 19th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW @ the Liacouras Center 7pm CLASSIC HIP HOP!
0	I just set my alarm ringtone with Nandito Ako. Okay. See you tomorrow :)
0	It is official the NASDAQ market will be open in Wednesday
0	@Psych0ticDreams make sure you have the songs 64, 50, Rella, Oldie & Tron Cat for tomorrow baby ;)
0	During nap time I will: watch the end of Hart of Dixie, set up Activity Corner for tomorrow, & study more genetics stuff. #hotdiggitydog
0	Breaking M&A news today: Canada's Potash Corp. in talks with Israel's Netanyahu on merger with Israel Chemicals. that may be worth +$13.5bln
2	"Strange Sunday Graham Richardson defending Gillard. Stating the PM did NOT plot against Rudd (as he says & I should know"") #auspol"""
0	Jets selection of Wesley Walker (2nd round 1977 draft), without knowing he was LEGALLY BLIND in left eye, led to creation of NFL combine.
0	Tiger Woods' former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods' new caddie made $5,800 #golf
1	Excited for the Nuggets game tomorrow!
0	@JEarnhardt1 tweeting, beats me to the punch. I'm sure he aims to beat everybody else tomorrow night in NNS race #NASCAR
1	MANDY CARTER will be at #BGSU talking SOCIAL JUSTICE! You don't want to miss this next Thursday.. at 8PM.. in BA 1007
1	@bruce_arthur Some of the Calgary runners heading to NYC are going to be cleaning up debris on Friday at Rockaway Beach. Great story.
1	National Council on Patient Information & Education celebrates its 30th anniversary! Thanks 4 helping many learn about patient & med safety
0	anybody want to pick me up at LAX on november 20 ? haha
0	Hanging out with Pip and Estella on a rainy Saturday.
1	This Friday we warmly embrace all things KIWI!! NZ v Tonga will be playing on the rooftop with a NZ flavoured BBQ and Steinlager a plenty
1	Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin & Amigo. Best Eagles tribute band around. #illegaleagles
1	@AcousticCrowds DM me your number and I'll send you a pic of the dress I'm wearing Wednesday. It's perfect for being the Black Dahlia.<3
